Branch,Department,Division,Item,Qty,Total Price,Total Cost,Total Cost %,Total Profit,Total Profit %
Stories Faqra,Take Away,HOT BAR SECTION,MOCHA  LARGE,12.0,3882.88,1144.05,29.46,2738.84,70.54
Stories Faqra,Take Away,HOT BAR SECTION,MOCHA MEDIUM,89.0,22743.06,6653.32,29.25,16089.74,70.75
Stories Faqra,Take Away,HOT BAR SECTION,MOCHA SMALL,114.0,24744.41,6109.61,24.69,18634.81,75.31
Stories Faqra,Take Away,HOT BAR SECTION,ORGANIC GREEN TEA MEDIUM,111.0,15013.51,4111.24,27.38,10902.27,72.62
Stories Faqra,Take Away,HOT BAR SECTION,SALTED CARAMEL LATTE LARGE,3.0,1000.0,292.12,29.21,707.88,70.79
Stories Faqra,Take Away,HOT BAR SECTION,SALTED CARAMEL LATTE MEDIUM,11.0,2933.33,823.99,28.09,2109.34,71.91
Stories Faqra,Take Away,HOT BAR SECTION,SALTED CARAMEL LATTE SMALL,7.0,1633.33,363.02,22.23,1270.31,77.77
Stories Faqra,Take Away,HOT BAR SECTION,SIGNATURE HOT CHOCOLATE LARGE,21.0,6300.0,2131.37,33.83,4168.63,66.17
Stories Faqra,Take Away,HOT BAR SECTION,SIGNATURE HOT CHOCOLATE MEDIUM,187.0,50385.59,15871.55,31.5,34514.03,68.5
Stories Faqra,Take Away,HOT BAR SECTION,SIGNATURE HOT CHOCOLATE SMALL,277.0,63826.13,18745.37,29.37,45080.75,70.63
Stories Faqra,Take Away,HOT BAR SECTION,SINGLE ESPRESSO MACC,14.0,2673.24,259.11,9.69,2414.13,90.31
Stories Faqra,Take Away,HOT BAR SECTION,SINGLE LONGO,14.0,2974.41,262.09,8.81,2712.33,91.19
Stories Faqra,Take Away,HOT BAR SECTION,SOUTHERN MINT HERBAL TEA MEDIUM,40.0,6666.67,1496.64,22.45,5170.03,77.55
Stories Faqra,Take Away,HOT BAR SECTION,SPANISH LATTE MEDIUM,430.0,127128.65,30775.63,24.21,96353.02,75.79
Stories Faqra,Take Away,HOT BAR SECTION,SPANISH LATTE SMALL,442.0,111965.59,22365.84,19.98,89599.74,80.02
Stories Faqra,Take Away,HOT BAR SECTION,STEAMED MILK MEDIUM,6.0,1085.59,220.16,20.28,865.43,79.72
Stories Faqra,Take Away,HOT BAR SECTION,STEAMED MILK SMALL,7.0,933.33,205.35,22.0,727.98,78.0
Stories Faqra,Take Away,HOT BAR SECTION,SWEET GINGER PEACH BLACK TEA MEDIUM,37.0,6000.0,1370.41,22.84,4629.59,77.16
Stories Faqra,Take Away,HOT BAR SECTION,TOFFEE NUT LATTE LARGE,12.0,4000.0,1227.4,30.69,2772.6,69.31
Stories Faqra,Take Away,HOT BAR SECTION,TOFFEE NUT LATTE MEDIUM,74.0,19863.06,6042.9,30.42,13820.17,69.58
Stories Faqra,Take Away,HOT BAR SECTION,TOFFEE NUT LATTE SMALL,53.0,12366.67,3204.13,25.91,9162.53,74.09
Stories Faqra,Take Away,HOT BAR SECTION,TRIPLE ESPRESSO,31.0,0.0,1150.19,0.0,-1150.19,100.0
Stories Faqra,Take Away,HOT BAR SECTION,WHITE MOCHA LARGE,345.0,103782.88,29030.0,27.97,74752.89,72.03
Stories Faqra,Take Away,HOT BAR SECTION,WHITE MOCHA MEDIUM,523.0,133209.73,34707.45,26.05,98502.28,73.95
Stories Faqra,Take Away,HOT BAR SECTION,WHITE MOCHA SMALL,816.0,113782.34,39165.52,34.42,74616.82,65.58
Stories Faqra,Take Away,HOT BAR SECTION,YIRGACHEFFE BEANS 250G,5.0,3333.33,1491.67,44.75,1841.67,55.25
Stories Faqra,Take Away,HOT BAR SECTION,Total By Division:,10689.0,2217462.7,516367.29,23.29,1701095.42,76.71
Stories Faqra,Take Away,HOT BAR SECTION,Total By Category:,49605.0,671882.79,1426297.24,21.23,5292530.68,78.77
Stories Faqra,Take Away,CINNAMON ROLLS,CHOCOLATE ROLL LARGE,42.0,14180.18,2464.9,17.38,11715.28,82.62
Stories Faqra,Take Away,CINNAMON ROLLS,CLASSIC CINNAMON ROLL LARGE,1129.0,277297.3,56763.83,20.47,220533.47,79.53
Stories Faqra,Take Away,CINNAMON ROLLS,EXTRA CREAM CHEESE FROSTING MIX,5.0,166.67,49.34,29.6,117.33,70.4
Stories Faqra,Take Away,CINNAMON ROLLS,LOTUS ROLL,1.0,366.67,61.05,16.65,305.62,83.35
Stories Faqra,Take Away,CINNAMON ROLLS,RED CINNAMON ROLL,4.0,1333.33,221.4,16.6,1111.93,83.4
Stories Faqra,Take Away,CINNAMON ROLLS,Total By Division:,1181.0,293344.14,59560.51,20.3,233783.63,79.7
Stories Faqra,Take Away,COFFEE PASTRY,BLUEBERRY CHEESE CAKE,9.0,3756.76,2217.81,59.04,1538.95,40.96
Stories Faqra,Take Away,COFFEE PASTRY,BLUEBERRY MUFFIN,69.0,13800.0,3049.08,22.09,10750.92,77.91
Stories Faqra,Take Away,COFFEE PASTRY,BROWNIES CAKE,143.0,23833.33,9385.57,39.38,14447.77,60.62
Stories Faqra,Take Away,COFFEE PASTRY,CARROT CAKE,5.0,2027.03,495.23,24.43,1531.79,75.57
Stories Faqra,Take Away,COFFEE PASTRY,CHOCOLATE SABLE,2.0,466.67,238.67,51.14,228.0,48.86
Stories Faqra,Take Away,COFFEE PASTRY,DOUBLE CHOCOLATE MUFFIN,138.0,27600.0,6480.35,23.48,21119.65,76.52
Stories Faqra,Take Away,COFFEE PASTRY,FRAMBOISE CHEESE CAKE,70.0,25351.35,16978.15,66.97,8373.2,33.03
Stories Faqra,Take Away,COFFEE PASTRY,LAZY CAKE,151.0,45300.0,22524.17,49.72,22775.83,50.28
Stories Faqra,Take Away,COFFEE PASTRY,LOTUS CHEESE CAKE,92.0,34702.7,22183.43,63.92,12519.28,36.08
Stories Faqra,Take Away,COFFEE PASTRY,ORANGE CAKE,2.0,600.0,121.87,20.31,478.13,79.69
Stories Faqra,Take Away,COFFEE PASTRY,RED VELVET CAKE,64.0,20704.5,9546.67,46.11,11157.84,53.89
Stories Faqra,Take Away,COFFEE PASTRY,RED VELVET MUFFIN_,11.0,2200.0,430.0,19.55,1770.0,80.45
Stories Faqra,Take Away,COFFEE PASTRY,VANILLA MUFFIN,1.0,200.0,26.36,13.18,173.64,86.82
Stories Faqra,Take Away,COFFEE PASTRY,Total By Division:,757.0,200542.34,93677.34,46.71,106865.0,53.29
Stories Faqra,Take Away,COOKIES,NY STYLE COOKIE - CHOCOLATE CHIP WALNUT,138.0,46000.0,12351.0,26.85,33649.0,73.15
Stories Faqra,Take Away,COOKIES,NY STYLE COOKIE - DOUBLE CHOCOLATE,9.0,3000.0,805.5,26.85,2194.5,73.15
Stories Faqra,Take Away,COOKIES,Total By Division:,147.0,49000.0,13156.5,26.85,35843.5,73.15
Stories Faqra,Take Away,CROISSANT,CHEESE CROISSANT,229.0,45800.0,19129.13,41.77,26670.87,58.23
Stories Faqra,Take Away,CROISSANT,CHOCOLATE CROISSANT,145.0,29000.0,12112.33,41.77,16887.67,58.23
Stories Faqra,Take Away,CROISSANT,PLAIN CROISSANT,2.0,400.0,145.71,36.43,254.29,63.57
Stories Faqra,Take Away,CROISSANT,THYME CROISSANT,94.0,18870.27,7291.27,38.64,11579.0,61.36
Stories Faqra,Take Away,CROISSANT,Total By Division:,470.0,94070.27,38678.44,41.12,55391.83,58.88
Stories Faqra,Take Away,FRENCH PASTRY,CHOCOLATE SALTED CAKE,59.0,21023.42,8448.8,40.19,12574.62,59.81
Stories Faqra,Take Away,FRENCH PASTRY,ECLAIR CARAMEL,1.0,233.33,131.27,56.26,102.07,43.74
Stories Faqra,Take Away,FRENCH PASTRY,ECLAIR ORIGINAL,45.0,10500.0,5907.0,56.26,4593.0,43.74
Stories Faqra,Take Away,FRENCH PASTRY,FONDANT AU CHOCOLAT,109.0,39855.86,22762.83,57.11,17093.02,42.89
Stories Faqra,Take Away,FRENCH PASTRY,MACARONS,100.0,26666.67,14663.08,54.99,12003.58,45.01
Stories Faqra,Take Away,FRENCH PASTRY,Total By Division:,314.0,98279.28,51912.98,52.82,46366.3,47.18
Stories Faqra,Take Away,FROZEN YOGHURT,BLUEBERRIES,127.0,8632.43,3788.83,43.89,4843.6,56.11
Stories Faqra,Take Away,FROZEN YOGHURT,BLUEBERRIES COMBO,4261.0,0.0,127119.83,0.0,-127119.83,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO MEDIUM,278.5,127327.03,23636.4,18.56,103690.63,81.44
Stories Faqra,Take Away,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO SMALL,864.5,326430.63,55840.25,17.11,270590.38,82.89
Stories Faqra,Take Away,FROZEN YOGHURT,BLUEBERRY YOGHURT COMBO X-LARGE,21.5,12977.48,2955.39,22.77,10022.09,77.23
Stories Faqra,Take Away,FROZEN YOGHURT,BLUEBERRY YOGHURT MEDIUM,2.5,995.5,212.18,21.31,783.32,78.69
Stories Faqra,Take Away,FROZEN YOGHURT,BLUEBERRY YOGHURT SMALL,8.7,3317.12,561.96,16.94,2755.16,83.06
Stories Faqra,Take Away,FROZEN YOGHURT,BROWNIES,13.0,866.67,240.15,27.71,626.52,72.29
Stories Faqra,Take Away,FROZEN YOGHURT,BROWNIES COMBO,911.0,0.0,16828.72,0.0,-16828.72,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,CHOCOLATE CHIPS,79.0,5349.55,704.69,13.17,4644.86,86.83
Stories Faqra,Take Away,FROZEN YOGHURT,CHOCOLATE CHIPS COMBO,1914.0,0.0,17073.2,0.0,-17073.2,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,CHOCOLATE CRUNCH,795.5,85981.53,37799.27,43.96,48182.26,56.04
Stories Faqra,Take Away,FROZEN YOGHURT,CHOCOLATE QUELLA,193.0,23658.56,6375.22,26.95,17283.34,73.05
Stories Faqra,Take Away,FROZEN YOGHURT,CHOCOLATE QUELLA CRUNCH,66.0,6600.0,3851.84,58.36,2748.16,41.64
Stories Faqra,Take Away,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO MEDIUM,39.5,23130.63,2973.29,12.85,20157.34,87.15
Stories Faqra,Take Away,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO SMALL,162.5,67074.77,9326.62,13.9,57748.16,86.1
Stories Faqra,Take Away,FROZEN YOGHURT,CHOCOLATE YOGHURT COMBO X-LARGE,2.0,1531.53,244.21,15.95,1287.32,84.05
Stories Faqra,Take Away,FROZEN YOGHURT,CHOCOLATE YOGHURT SMALL,4.0,1801.8,229.58,12.74,1572.22,87.26
Stories Faqra,Take Away,FROZEN YOGHURT,CRUMBOLE PISTACHIO,48.0,4800.0,2702.18,56.3,2097.82,43.7
Stories Faqra,Take Away,FROZEN YOGHURT,CRUMBOLE RED BERRIES,49.0,4900.0,1752.45,35.76,3147.55,64.24
Stories Faqra,Take Away,FROZEN YOGHURT,GRANOLLA,14.0,956.76,74.82,7.82,881.93,92.18
Stories Faqra,Take Away,FROZEN YOGHURT,GRANOLLA COMBO,1334.0,0.0,7129.47,0.0,-7129.47,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,GUMMY BEARS,30.0,2163.96,221.51,10.24,1942.45,89.76
Stories Faqra,Take Away,FROZEN YOGHURT,GUMMY BEARS COMBO,1430.0,0.0,10558.76,0.0,-10558.76,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,HONEY,91.0,6978.38,817.64,11.72,6160.73,88.28
Stories Faqra,Take Away,FROZEN YOGHURT,HONEY COMBO,60.0,0.0,539.11,0.0,-539.11,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,LOTUS BISCUIT COMBO,1717.0,0.0,18725.65,0.0,-18725.65,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,LOTUS BISCUITS,51.0,3446.85,556.21,16.14,2890.64,83.86
Stories Faqra,Take Away,FROZEN YOGHURT,LOTUS YOGHURT COMBO MEDIUM,109.5,43800.0,13955.68,31.86,29844.32,68.14
Stories Faqra,Take Away,FROZEN YOGHURT,LOTUS YOGHURT COMBO SMALL,412.9,116133.33,39855.83,34.32,76277.5,65.68
Stories Faqra,Take Away,FROZEN YOGHURT,LOTUS YOGHURT COMBO X-LARGE,10.5,5600.0,2158.65,38.55,3441.35,61.45
Stories Faqra,Take Away,FROZEN YOGHURT,LOTUS YOGHURT SMALL,1.0,300.0,96.53,32.18,203.47,67.82
Stories Faqra,Take Away,FROZEN YOGHURT,MANGO,98.0,7072.07,1203.49,17.02,5868.59,82.98
Stories Faqra,Take Away,FROZEN YOGHURT,MANGO COMBO,3958.0,0.0,48606.06,0.0,-48606.06,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,MANGO YOGHURT COMBO MEDIUM,673.1,279757.39,57533.95,20.57,222223.44,79.43
Stories Faqra,Take Away,FROZEN YOGHURT,MANGO YOGHURT COMBO SMALL,2392.0,769090.09,155591.97,20.23,613498.12,79.77
Stories Faqra,Take Away,FROZEN YOGHURT,MANGO YOGHURT COMBO X-LARGE,45.0,24929.28,6229.31,24.99,18699.97,75.01
Stories Faqra,Take Away,FROZEN YOGHURT,MANGO YOGHURT MEDIUM,10.5,3693.24,897.5,24.3,2795.74,75.7
Stories Faqra,Take Away,FROZEN YOGHURT,MANGO YOGHURT SMALL,28.5,7993.69,1853.83,23.19,6139.86,76.81
Stories Faqra,Take Away,FROZEN YOGHURT,MANGO YOGHURT X-LARGE,1.0,466.67,138.43,29.66,328.24,70.34
Stories Faqra,Take Away,FROZEN YOGHURT,MARSHMALLOW,47.0,3297.3,280.43,8.5,3016.86,91.5
Stories Faqra,Take Away,FROZEN YOGHURT,MARSHMALLOW COMBO,2466.0,0.0,14713.8,0.0,-14713.8,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,MIXED NUTS,13.0,866.67,200.12,23.09,666.54,76.91
Stories Faqra,Take Away,FROZEN YOGHURT,MIXED NUTS COMBO,358.0,0.0,5511.05,0.0,-5511.05,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,OATS,3.0,200.0,6.89,3.45,193.11,96.55
Stories Faqra,Take Away,FROZEN YOGHURT,OATS COMBO,67.0,0.0,153.91,0.0,-153.91,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,OREO,44.0,3003.6,361.31,12.03,2642.29,87.97
Stories Faqra,Take Away,FROZEN YOGHURT,OREO COMBO,2023.0,0.0,16612.06,0.0,-16612.06,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,OREO CREAM YOGHURT COMBO MEDIUM,244.0,94216.67,24453.36,25.95,69763.3,74.05
Stories Faqra,Take Away,FROZEN YOGHURT,OREO CREAM YOGHURT COMBO SMALL,658.0,210050.0,50076.29,23.84,159973.71,76.16
Stories Faqra,Take Away,FROZEN YOGHURT,OREO CREAM YOGHURT COMBO X-LARGE,30.5,15816.67,4941.53,31.24,10875.14,68.76
Stories Faqra,Take Away,FROZEN YOGHURT,OREO CREAM YOGHURT MEDIUM,5.5,1716.67,551.2,32.11,1165.46,67.89
Stories Faqra,Take Away,FROZEN YOGHURT,OREO CREAM YOGHURT SMALL,12.0,3350.0,913.25,27.26,2436.75,72.74
Stories Faqra,Take Away,FROZEN YOGHURT,OREO CREAM YOGHURT X-LARGE,1.0,466.67,162.02,34.72,304.65,65.28
Stories Faqra,Take Away,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO MEDIUM,503.0,220918.02,50748.25,22.97,170169.77,77.03
Stories Faqra,Take Away,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO SMALL,1668.0,600789.19,127782.34,21.27,473006.85,78.73
Stories Faqra,Take Away,FROZEN YOGHURT,ORIGINAL YOGHURT COMBO X-LARGE,53.5,29179.73,8725.48,29.9,20454.25,70.1
Stories Faqra,Take Away,FROZEN YOGHURT,ORIGINAL YOGHURT MEDIUM,7.0,2526.58,706.24,27.95,1820.34,72.05
Stories Faqra,Take Away,FROZEN YOGHURT,ORIGINAL YOGHURT SMALL,23.5,6908.56,1800.29,26.06,5108.27,73.94
Stories Faqra,Take Away,FROZEN YOGHURT,ORIGINAL YOGHURT X-LARGE,3.0,1400.0,489.28,34.95,910.72,65.05
Stories Faqra,Take Away,FROZEN YOGHURT,PINEAPPLE,66.0,4446.85,1209.37,27.2,3237.48,72.8
Stories Faqra,Take Away,FROZEN YOGHURT,PINEAPPLE COMBO,2124.0,0.0,38919.65,0.0,-38919.65,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,PISTACHIO CRUNCH,373.5,37350.0,28222.54,75.56,9127.46,24.44
Stories Faqra,Take Away,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO MEDIUM,1.5,750.0,487.84,65.05,262.16,34.95
Stories Faqra,Take Away,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO SMALL,20.5,8016.67,5019.6,62.61,2997.06,37.39
Stories Faqra,Take Away,FROZEN YOGHURT,PISTACHIO YOGHURT COMBO X-LARGE,1.0,633.33,522.03,82.43,111.31,17.57
Stories Faqra,Take Away,FROZEN YOGHURT,PISTACHIO YOGHURT SMALL,1.0,0.0,244.86,0.0,-244.86,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO MEDIUM,116.0,44916.67,10382.29,23.11,34534.37,76.89
Stories Faqra,Take Away,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO SMALL,460.0,125933.33,31310.65,24.86,94622.68,75.14
Stories Faqra,Take Away,FROZEN YOGHURT,POMEGRANATE YOGHURT COMBO X-LARGE,8.5,4416.67,1231.41,27.88,3185.26,72.12
Stories Faqra,Take Away,FROZEN YOGHURT,POMEGRANATE YOGHURT SMALL,6.0,1483.33,408.4,27.53,1074.93,72.47
Stories Faqra,Take Away,FROZEN YOGHURT,QUELLA PISTACCIO,3.0,300.0,220.55,73.52,79.45,26.48
Stories Faqra,Take Away,FROZEN YOGHURT,SPRINKLES,8.0,533.33,30.07,5.64,503.26,94.36
Stories Faqra,Take Away,FROZEN YOGHURT,SPRINKLES COMBO,1043.0,0.0,3920.64,0.0,-3920.64,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,STRAWBERRY,151.0,10356.76,2191.41,21.16,8165.34,78.84
Stories Faqra,Take Away,FROZEN YOGHURT,STRAWBERRY COMBO,6300.0,0.0,91429.77,0.0,-91429.77,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,TASTING CUP BLUEBERRY,177.0,0.0,1697.42,0.0,-1697.42,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,TASTING CUP CHOCOLATE,15.0,0.0,129.45,0.0,-129.45,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,TASTING CUP MANGO,263.0,0.0,2538.08,0.0,-2538.08,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,TASTING CUP OREO,129.0,0.0,1435.09,0.0,-1435.09,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,TASTING CUP ORIGINAL YOUGHURT,190.0,0.0,1871.4,0.0,-1871.4,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,TASTING CUP PISTACHIO,18.0,0.0,605.26,0.0,-605.26,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,TASTING CUP POMEGRANATE,79.0,0.0,580.91,0.0,-580.91,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,TASTING CUP SPECULOSE LOTUS,110.5,0.0,1530.18,0.0,-1530.18,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,VARIEGATO WAFER,81.0,8100.0,4023.47,49.67,4076.53,50.33
Stories Faqra,Take Away,FROZEN YOGHURT,WAFER ROLL,7.0,466.67,49.74,10.66,416.92,89.34
Stories Faqra,Take Away,FROZEN YOGHURT,WAFER ROLL COMBO,1016.0,0.0,7219.83,0.0,-7219.83,100.0
Stories Faqra,Take Away,FROZEN YOGHURT,Total By Division:,43305.7,3420166.85,1227581.64,35.89,2192585.21,64.11
Stories Faqra,Take Away,GRAB&GO FOOD,BOUMALI CUP,12.0,2400.0,1417.68,59.07,982.32,40.93
Stories Faqra,Take Away,GRAB&GO FOOD,FREEZE DROPS STRAWBERRY,152.0,30400.0,20678.08,68.02,9721.92,31.98
Stories Faqra,Take Away,GRAB&GO FOOD,MEDIUM CHIPS,165.0,11000.0,1811.48,16.47,9188.52,83.53
Stories Faqra,Take Away,GRAB&GO FOOD,PINEAPPLE CUP,1.0,366.67,245.83,67.04,120.84,32.96
Stories Faqra,Take Away,GRAB&GO FOOD,Total By Division:,330.0,44166.67,24153.07,54.69,20013.6,45.31
Stories Faqra,Take Away,GRAB&GO FOOD,Total By Category:,46504.7,4199569.55,1508720.49,35.93,2690849.07,64.07
Stories Faqra,Take Away,GRAB&GO FOOD,Total By Department:,96109.7,1091839.75,2935017.73,26.88,7983379.74,73.12
Stories Faqra,Take Away,GRAB&GO FOOD,Total By Branch:,96109.7,1091839.75,2935017.73,26.88,7983379.74,73.12
Stories.,Take Away,COLD BAR SECTION,1 SHOT DECAFE,163.0,0.0,1556.11,0.0,-1556.11,100.0
Stories.,Take Away,COLD BAR SECTION,2 SHOT DECAFE,184.0,0.0,3513.17,0.0,-3513.17,100.0
Stories.,Take Away,COLD BAR SECTION,3 SHOT DECAFE,40.0,0.0,1145.6,0.0,-1145.6,100.0
Stories.,Take Away,COLD BAR SECTION,ADD BANANA SAUCE MEDIUM,20.0,666.67,349.93,52.49,316.73,47.51
Stories.,Take Away,COLD BAR SECTION,ADD BANANA SAUCE SMALL,17.0,566.67,297.44,52.49,269.22,47.51
Stories.,Take Away,COLD BAR SECTION,ADD CARAMEL DRIZZLE,1565.0,51666.67,5252.53,10.17,46414.14,89.83
Stories.,Take Away,COLD BAR SECTION,ADD CARAMEL LARGE,86.0,2866.67,739.16,25.78,2127.51,74.22
Stories.,Take Away,COLD BAR SECTION,ADD CARAMEL MEDIUM,1058.0,35266.67,8266.67,23.44,26999.99,76.56
Stories.,Take Away,COLD BAR SECTION,ADD CARAMEL SF LARGE,30.0,1000.0,393.8,39.38,606.2,60.62
Stories.,Take Away,COLD BAR SECTION,ADD CARAMEL SF MEDIUM,260.5,8683.33,2564.62,29.54,6118.71,70.47
Stories.,Take Away,COLD BAR SECTION,ADD CARAMEL SF SMALL,198.0,6466.67,1299.54,20.1,5167.13,79.9
Stories.,Take Away,COLD BAR SECTION,ADD CARAMEL SMALL,746.0,21366.67,3885.91,18.19,17480.76,81.81
Stories.,Take Away,COLD BAR SECTION,ADD CHOCOLATE DRIZZLE,227.0,7533.33,748.5,9.94,6784.83,90.06
Stories.,Take Away,COLD BAR SECTION,ADD HAZELNUT LARGE,4.0,133.33,43.32,32.49,90.02,67.51
Stories.,Take Away,COLD BAR SECTION,ADD HAZELNUT MEDIUM,78.0,2600.0,767.91,29.54,1832.09,70.47
Stories.,Take Away,COLD BAR SECTION,ADD HAZELNUT SMALL,68.0,2100.0,446.31,21.25,1653.69,78.75
Stories.,Take Away,COLD BAR SECTION,ADD MOCHA LARGE,6.0,200.0,118.71,59.35,81.29,40.65
Stories.,Take Away,COLD BAR SECTION,ADD MOCHA MEDIUM,46.0,1533.33,682.56,44.51,850.78,55.49
Stories.,Take Away,COLD BAR SECTION,ADD MOCHA SMALL,68.0,1066.67,672.66,63.06,394.0,36.94
Stories.,Take Away,COLD BAR SECTION,ADD RASPBERRY SAUCE LARGE,1.0,66.67,31.53,47.29,35.14,52.71
Stories.,Take Away,COLD BAR SECTION,ADD RASPBERRY SAUCE MEDIUM,66.0,2200.0,1040.34,47.29,1159.66,52.71
Stories.,Take Away,COLD BAR SECTION,ADD RASPBERRY SAUCE SMALL,75.0,2500.0,1182.21,47.29,1317.79,52.71
Stories.,Take Away,COLD BAR SECTION,ADD SHOT,2712.5,88050.0,24034.11,27.3,64015.89,72.7
Stories.,Take Away,COLD BAR SECTION,ADD TOFFEE NUT MEDIUM,4.0,133.33,63.85,47.89,69.49,52.11
Stories.,Take Away,COLD BAR SECTION,ADD TOFFEE NUT SMALL,4.0,100.0,47.89,47.89,52.11,52.11
Stories.,Take Away,COLD BAR SECTION,ADD VANILLA LARGE,99.0,3300.0,1134.52,34.38,2165.48,65.62
Stories.,Take Away,COLD BAR SECTION,ADD VANILLA MEDIUM,648.0,21600.0,5063.14,23.44,16536.86,76.56
Stories.,Take Away,COLD BAR SECTION,ADD VANILLA SF LARGE,103.0,3433.33,1487.25,43.32,1946.08,56.68
Stories.,Take Away,COLD BAR SECTION,ADD VANILLA SF MEDIUM,305.5,10183.33,3007.65,29.54,7175.69,70.47
Stories.,Take Away,COLD BAR SECTION,ADD VANILLA SF SMALL,242.0,8000.0,1588.33,19.85,6411.67,80.15
Stories.,Take Away,COLD BAR SECTION,ADD VANILLA SMALL,568.0,17666.67,2958.71,16.75,14707.96,83.25
Stories.,Take Away,COLD BAR SECTION,ADD WHIPPED CREAM,100.0,3333.33,886.05,26.58,2447.28,73.42
Stories.,Take Away,COLD BAR SECTION,ADD WHITE MOCHA LARGE,47.0,1566.67,403.82,25.78,1162.84,74.22
Stories.,Take Away,COLD BAR SECTION,ADD WHITE MOCHA MEDIUM,428.0,14266.67,2758.03,19.33,11508.63,80.67
Stories.,Take Away,COLD BAR SECTION,ADD WHITE MOCHA SMALL,879.0,12200.0,3776.18,30.95,8423.82,69.05
Stories.,Take Away,COLD BAR SECTION,ADD YIRGACHEFFE SHOT,13.0,433.33,124.11,28.64,309.23,71.36
Stories.,Take Away,COLD BAR SECTION,BLUE NADE,194.0,51733.33,13057.82,25.24,38675.51,74.76
Stories.,Take Away,COLD BAR SECTION,CARAMEL CREAM  FRAPP LARGE,40.0,12933.33,2566.71,19.85,10366.62,80.15
Stories.,Take Away,COLD BAR SECTION,CARAMEL CREAM  FRAPP MEDIUM,388.0,103466.67,16485.01,15.93,86981.66,84.07
Stories.,Take Away,COLD BAR SECTION,CARAMEL CREAM FRAPP SMALL,430.0,97533.33,13977.86,14.33,83555.47,85.67
Stories.,Take Away,COLD BAR SECTION,CARAMEL FRAPP LARGE,249.0,80280.0,17837.86,22.22,62442.14,77.78
Stories.,Take Away,COLD BAR SECTION,CARAMEL FRAPP MEDIUM,2273.0,606133.33,161417.67,26.63,444715.67,73.37
Stories.,Take Away,COLD BAR SECTION,CARAMEL FRAPP SMALL,1545.0,349766.67,87096.78,24.9,262669.89,75.1
Stories.,Take Away,COLD BAR SECTION,CHOCOLATE CREAM FRAP SMALL,473.0,106866.67,24437.87,22.87,82428.8,77.13
Stories.,Take Away,COLD BAR SECTION,CHOCOLATE CREAM FRAPP LARGE,40.0,12000.0,2845.34,23.71,9154.66,76.29
Stories.,Take Away,COLD BAR SECTION,CHOCOLATE CREAM FRAPP MEDIUM,579.0,154400.0,39854.1,25.81,114545.9,74.19
Stories.,Take Away,COLD BAR SECTION,COFFEE FRAPP LARGE,6.0,1600.0,362.81,22.68,1237.19,77.32
Stories.,Take Away,COLD BAR SECTION,COFFEE FRAPPE MEDIUM,38.0,8866.67,2210.36,24.93,6656.31,75.07
Stories.,Take Away,COLD BAR SECTION,COFFEE FRAPPE SMALL,74.0,14800.0,3537.8,23.9,11262.2,76.1
Stories.,Take Away,COLD BAR SECTION,DOUBLE SHOT SHAKEN LARGE,33.0,8800.0,2416.69,27.46,6383.31,72.54
Stories.,Take Away,COLD BAR SECTION,DOUBLE SHOT SHAKEN MEDIUM,301.0,71753.33,15428.52,21.5,56324.81,78.5
Stories.,Take Away,COLD BAR SECTION,DOUBLE SHOT SHAKEN SMALL,379.0,36200.0,12120.96,33.48,24079.04,66.52
Stories.,Take Away,COLD BAR SECTION,ESPRESSO FRAPP LARGE,14.0,3733.33,970.6,26.0,2762.73,74.0
Stories.,Take Away,COLD BAR SECTION,ESPRESSO FRAPP MEDIUM,109.0,25433.33,6120.75,24.07,19312.59,75.93
